key,vid
161,06e4ced6-ff7f-11eb-84ab-359586b9329a
163,9ade0445-93e4-11eb-8ad6-7326edce8d21
164,a2262c10-f5c0-11ed-bf28-41d352466f20
165,f2d78814-93e4-11eb-8859-29e7c34dee35
166,ab422f07-93e4-11eb-86dd-ffbd1b53140e
167,0a8c7fb4-1403-11ec-9819-3df44af6372a
168,08a30f82-93e5-11eb-b5f6-816dd10ac7b0
169,dd63e4c0-93e4-11eb-8ad6-7326edce8d21
17,099ed3a8-1afb-11ec-a882-057f42292856
171,d2916f52-250a-11ec-8093-db09f614eb78
173,59fc604b-0a0c-11ec-b778-a7702621dbc3
174,36729930-2d35-11ed-98d8-c5babc9e48bf
175,daa8f764-0040-11ef-9687-91451869a05d
176,f977dde5-f3a1-11ed-b737-7b786e8fdbf4
177,33a00afc-f81d-11ed-8ed0-97e170af3960
178,e87217f9-93e4-11eb-8ad6-7326edce8d21
179,328c2081-25e7-11ec-a051-939956ac8241
18,170bf945-d904-11ec-97fb-31cc4a312a12
180,8674cc02-93e4-11eb-be5a-4f810ab55f2e
181,c2b5c128-93e4-11eb-8ad6-7326edce8d21
183,3034bc10-74ad-11ed-9364-a958028bfff1
184,2253d9c0-1ea3-11ee-b65c-eb6aa2a5b79c
186,5890bff3-112b-11ec-b06c-d1fadf322ad0
188,bbc22cb4-f88f-11ed-8b62-8d44f5b628fe
189,e9312230-93e4-11eb-86dd-ffbd1b53140e
19,3c9b6969-fdd5-11ef-8bcd-e7d9bf87b1c1
190,4bd4a421-725b-11ec-a37c-11c248193b5d
191,ff5c55c1-93e4-11eb-aa66-9b8d95e2171b
193,aade3d11-93e4-11eb-919a-b3f9a5ad205c
194,149e2513-aac5-11ef-8555-0dd834e09bbc
195,44240fe3-93e5-11eb-919a-b3f9a5ad205c
197,4b912e03-2d51-11ed-9dca-a136f2c2d761
198,21d91ebf-1b00-11ec-a8e8-f10d0988514b
199,0019d968-93e5-11eb-90d2-e3355a7e800b
20,a9f7869f-93e4-11eb-97db-273ba5953680
200,ce7a4c04-93e4-11eb-90d2-e3355a7e800b
202,404994d0-93e5-11eb-8474-3bbe2d07207d
203,d9a64075-93e4-11eb-9937-4fab995bf8ff
204,fe92eb43-93e4-11eb-9937-4fab995bf8ff
205,eb6bf704-93e4-11eb-97db-273ba5953680
207,1d514729-01ae-11ef-ba8c-a5c322c4d97c
21,2d7be421-93e5-11eb-be5a-4f810ab55f2e
212,09dabf8f-02f4-11ed-97ce-2bd0fada5731
213,ba0505da-93e4-11eb-97db-273ba5953680
214,7f603490-93e4-11eb-86dd-ffbd1b53140e
216,029ed695-93e5-11eb-91fb-73d498260b10
217,b6b5dadb-93e4-11eb-8474-3bbe2d07207d
218,88dcd0fb-f184-11ee-a23a-a1ee570f45ce
22,ef392bbd-93e4-11eb-919a-b3f9a5ad205c
220,a90e10f4-93e4-11eb-be5a-4f810ab55f2e
221,bb79f296-93e4-11eb-86dd-ffbd1b53140e
222,8de2ce1b-93e4-11eb-a33a-a3dfba582839
223,19b24740-93e5-11eb-aa66-9b8d95e2171b
224,6cf9d142-93e4-11eb-8859-29e7c34dee35
226,b4aa7732-5f7b-11ed-9ad1-5ba8e7935b78
229,d3c03269-e0ca-11ee-af37-875b13c328d9
23,475daed5-0c7d-11ec-b9ed-b7cae580407c
231,d778d926-93e4-11eb-be5a-4f810ab55f2e
232,acbf3216-93e4-11eb-a746-fdabd18be9c6
234,f6162cf3-5a2d-11ed-be40-7d734d234848
235,e861f812-cf3e-11ed-a9e6-41f52173ea03
236,6fb6df80-918f-11ed-9198-5108792e5842
237,d5c3fb2e-a8c9-11ef-9c3c-1f32e3c7982a
238,a1b7b59d-93e4-11eb-b997-8dd98d09cf25
24,25f047fc-93e5-11eb-a736-0f5b20ecb2f1
241,47d1fe26-4a46-11ef-a31d-a303c6a91d6a
242,3e229adb-f5be-11ed-9659-9b00f4ea9e93
243,8a15fed6-1b00-11ec-9b25-637f12b6c164
244,3a8d1912-8ab2-11ec-98ef-79ce46bdd296
245,ca2f9ba8-8aa4-11ec-9066-739984ffef59
247,7d5aecb0-1b05-11ec-88d5-df9161de908b
248,0ac24602-93e5-11eb-8474-3bbe2d07207d
25,379975dc-93e5-11eb-90d2-e3355a7e800b
250,395074a2-93e5-11eb-a746-fdabd18be9c6
251,14161f0e-93e5-11eb-97db-273ba5953680
252,f035adb0-d13e-11ec-a4fa-c3f40e4b757a
256,16d6c5a0-93e5-11eb-90d2-e3355a7e800b
258,df37ba50-93e4-11eb-b89f-536884b3e7dd
259,01004641-1dd8-11ef-9268-316fc8e174dd
26,eab4a797-e56c-11ed-86c6-9fd2c95fb352
260,f0273522-93e4-11eb-a33a-a3dfba582839
261,fa89bf14-93e4-11eb-9937-4fab995bf8ff
262,dc2faa70-93e4-11eb-86dd-ffbd1b53140e
266,99015501-93e4-11eb-b4a6-27899be4e45d
267,886a8187-93e4-11eb-b4a6-27899be4e45d
268,04fe7362-01b4-11ef-ade1-91904611b689
27,19609053-0bbc-11ee-900c-9bee0d280070
271,dff13de7-1afd-11ec-a31a-a7a88bbb321b
272,52dd79a7-64a6-11ee-8ba4-c1d00e9cebfd
274,b6933ece-a507-11ec-aceb-79f5b854cd8b
275,c2b80b00-93e4-11eb-a33a-a3dfba582839
276,6d50f1e1-93e4-11eb-b4a6-27899be4e45d
277,aceeb54f-027f-11ec-adbd-5ff720d6d289
279,118f5963-1415-11ee-aa6c-317d367c2e00
28,1a9cb61c-0d2d-11ec-8853-310171c0600e
283,3029aeeb-1b04-11ec-be44-b33b64e33ebc
287,0013bee4-93e5-11eb-b89f-536884b3e7dd
288,39d1a58b-0586-11ec-ad6d-99fb67e6c4ba
29,86058f76-93e4-11eb-8e19-198fb02d6f96
290,d06cf44c-93e4-11eb-a33a-a3dfba582839
292,b0eab351-93e4-11eb-be5a-4f810ab55f2e
293,db8d8f95-f669-11ed-a149-9b392686bc00
294,483419e2-93e5-11eb-8474-3bbe2d07207d
295,fce64cb2-93e4-11eb-86dd-ffbd1b53140e
297,48005fb1-93e5-11eb-8474-3bbe2d07207d
298,0682f388-10f5-11ec-9a79-a50f34f12a32
299,2a5d0b59-1b05-11ec-8de4-3bb83042adac
301,52c95451-18ff-11f0-b726-e3ae0b5c2c98
302,76c8a6a0-93e4-11eb-b89f-536884b3e7dd
303,179b9c40-93e5-11eb-97db-273ba5953680
304,b62def1d-09ce-11ed-b7b2-8da18dc3cc6a
305,fb1700e9-1b5d-11ec-9e2d-97948a03f19d
306,9b2222a0-9c13-11ec-a427-3716f54dd1e5
31,32ed00ff-ab12-11ef-be34-ede950a69392
311,3700913b-93e5-11eb-a746-fdabd18be9c6
312,b43ac8b9-93e4-11eb-a746-fdabd18be9c6
313,194b4815-93e5-11eb-a736-0f5b20ecb2f1
314,753387b2-93e4-11eb-aa66-9b8d95e2171b
315,9e655640-93e4-11eb-a736-0f5b20ecb2f1
316,49eaca92-93e5-11eb-a33a-a3dfba582839
318,63ea2430-5fcb-11ef-9b11-450fca89297e
319,86550f01-93e4-11eb-97db-273ba5953680
320,8a8769f3-f8b6-11ed-9214-3d96876bd85b
321,778051d9-057a-11ec-b41b-d7058b59cf68
323,1fb93f4c-93e5-11eb-a736-0f5b20ecb2f1
324,37de0385-e6d6-11ed-8bb1-3d6aecbca671
326,012f4ad6-f81d-11ed-a23a-8d2b8739df35
327,146bd77c-4d69-11ed-b869-0b9c3de59569
328,4c721116-1afb-11ec-8511-032f81df2a60
329,161cca55-0fef-11ee-8498-a97a19847758
330,db406877-93e4-11eb-a746-fdabd18be9c6
332,cd4156d5-93e4-11eb-91fb-73d498260b10
333,b86d48c0-b500-11ec-92c5-7f4ee7009bc8
334,a112cce1-0fd4-11ec-bad9-ebcc1813e8d3
335,06e7cc3b-aec8-11ed-917a-a9ac0bf7643e
336,40e47543-93e5-11eb-8ad6-7326edce8d21
337,0c78cf9d-93e5-11eb-86dd-ffbd1b53140e
338,b67a2282-e926-11ed-bb20-d929ca7b3418
34,d791fd63-e113-11ec-a72c-1538a9321a8e
340,3038e1e5-f85b-11ed-b4e8-e74dfe271a42
341,c43c3a03-93e4-11eb-8e19-198fb02d6f96
342,24db63d1-8aa4-11ec-9150-8d453a1e7910
344,0cf1a919-93e5-11eb-86dd-ffbd1b53140e
345,b1c3fc50-93e4-11eb-a736-0f5b20ecb2f1
346,f2337fe2-93e4-11eb-a746-fdabd18be9c6
347,786eb580-93e4-11eb-b997-8dd98d09cf25
348,fd3249d2-93e4-11eb-97db-273ba5953680
349,3e619af8-93e5-11eb-8859-29e7c34dee35
350,1821bc30-93e5-11eb-a746-fdabd18be9c6
351,1238cd68-9cd4-11ef-b56b-31d2bc338e4f
352,01004641-1dd8-11ef-9268-316fc8e174dd
353,4e2b08a3-a477-11ed-8bb2-9375f2c4b1be
355,3d547a04-72bb-11ec-b5ce-b3bda5adefa4
358,4eadf28c-d926-11ec-bd2e-f7b70b23c1e7
359,7404600f-02ea-11ed-9330-439ae68059a7
36,1dd418f5-e3d2-11ed-ac12-fbc94f3c13a4
360,affc63f0-0394-11ed-9b1b-6d2c9309a5b2
361,8449aea3-93e4-11eb-86dd-ffbd1b53140e
362,79db16ca-93e4-11eb-97db-273ba5953680
363,41857037-93e5-11eb-97db-273ba5953680
364,1da9722c-93e5-11eb-86dd-ffbd1b53140e
365,5212c34c-f8af-11ed-b2ae-8f7420b1f92e
366,078539cb-de8d-11ed-97d5-194eea31e06d
367,44dda433-8ac1-11ec-b892-9b33177d601b
369,949c9b55-93e4-11eb-8474-3bbe2d07207d
37,d7aa707f-93e4-11eb-9937-4fab995bf8ff
370,6db1413a-1d6a-11ef-8ca4-a917ae6b537d
371,a25c4651-1e9d-11ef-8493-1bd9c889e9e7
372,d9669f7b-93e4-11eb-91fb-73d498260b10
374,c7578028-8aa5-11ec-8962-8b4db591a2d2
375,4fab6f8e-8a98-11ec-8dff-5b53c9eee35e
376,c6abcdcf-4ab2-11ef-8b3b-db2d07c64342
377,56287c74-2509-11ec-bde8-71cf682bd51e
378,c1a538ea-8a9a-11ec-a4f2-5511448670fd
379,50a6dd3e-c175-11ec-8c4a-c37e31e9be9e
38,cfc5f77c-ce95-11ed-953a-9d8f156b9731
380,c8762b48-0c2a-11ec-807a-21b3a01de236
381,015d07c4-93e5-11eb-9937-4fab995bf8ff
382,cd9b9c12-1b00-11ec-aa6a-03cd9b476476
384,147df165-1b04-11ec-9b02-8dfd4ec6ef01
387,da01a6ec-93e4-11eb-b4a6-27899be4e45d
388,023aff72-1a0d-11ef-9384-4731bdd44328
389,cd85b2eb-93e4-11eb-b5f6-816dd10ac7b0
39,02115b2b-65f6-11ef-a567-7774974824cc
390,6dd0de70-a7a9-11ed-b250-d1c44dcd1aef
391,09d8b5fe-ecdb-11ee-96d4-63842c7d9e5f
392,10dd8776-724b-11ec-9e45-ddda6fbc521a
394,c309a60b-27bf-11ef-815c-4d862d07c012
395,424a94f5-93e5-11eb-8474-3bbe2d07207d
396,fbe50634-036a-11ec-a72b-432edcbee847
397,7c54f062-93e4-11eb-b5f6-816dd10ac7b0
398,602ace8c-0c5e-11ec-b66a-97ea7481e556
399,17cd5aa0-93e5-11eb-97db-273ba5953680
4,e5cede70-0409-11ed-a83d-25d09483d16d
400,b529e3a6-93e4-11eb-8859-29e7c34dee35
401,04bfc680-cdf3-11ef-9f76-0d42b77f481f
402,b404eba2-93e4-11eb-86dd-ffbd1b53140e
403,93cb1a81-93e4-11eb-a746-fdabd18be9c6
405,00cd0dbb-f8b9-11ed-bc14-35485e3cf6c4
406,d4239772-8546-11ec-8f98-f9b40efdfe08
410,d9f2b2c1-93e4-11eb-a746-fdabd18be9c6
411,d9f2b2c1-93e4-11eb-a746-fdabd18be9c6
412,463be1c1-2500-11ec-abad-a332bf576a25
416,e6d9287a-93e4-11eb-be3a-7f925cb94351
417,8da48c93-93e4-11eb-8474-3bbe2d07207d
42,fa2b3e40-8a99-11ec-a49d-b31759c16ecd
420,005f51ee-bad5-11ec-b134-c16acaf1b11c
421,1d6c9026-93e5-11eb-a736-0f5b20ecb2f1
422,00c75e19-918f-11ed-b4e8-1d92260d869a
423,13d6cc27-93e5-11eb-8474-3bbe2d07207d
424,177157fd-93e5-11eb-b997-8dd98d09cf25
426,c8b67a70-c825-11ec-89f7-7594ea00aeb1
427,11a58013-c50b-11ef-9531-7716dbb12d27
428,83718e53-1b00-11ec-a945-71766a416f0a
431,e3e3b642-93e4-11eb-9937-4fab995bf8ff
433,f69664d0-93e4-11eb-8e19-198fb02d6f96
435,7feec0c1-157e-11ee-9c96-459faa30fb81
436,0745b020-e6da-11ed-a448-17b90c2a2061
437,2d6323ad-1afe-11ec-be37-19557aad561c
438,425606ac-93e5-11eb-919a-b3f9a5ad205c
439,05e268d2-93e5-11eb-be5a-4f810ab55f2e
441,1930e241-93e5-11eb-b5f6-816dd10ac7b0
444,77842e7a-93e4-11eb-8474-3bbe2d07207d
446,19b665f0-93e5-11eb-a736-0f5b20ecb2f1
447,01e09cd3-6cc4-11ec-842b-d982ff0e8353
448,004ef7e0-aec3-11ef-86b6-3b0e501976c1
449,f78384d3-0673-11ec-99bb-f15d4681cfe6
45,72b33d10-1afd-11ec-9842-212d1c52ad77
450,9b5c0de3-93e4-11eb-8ad6-7326edce8d21
451,45df9fc2-aa7d-11ec-916d-7916524b3224
452,2f5615e0-0d48-11ec-baff-b3f7938105ab
454,0cfb3625-69e5-11ec-ae96-391f7caf2fec
455,a823b0f3-93e4-11eb-aa66-9b8d95e2171b
457,ab1c21c0-f8b5-11ed-a8b3-7b4d48a6e9d9
458,0cb473fa-f6e1-11ec-a34e-db0bb32b96ad
46,50c0e708-22bf-11ec-9024-ef7bc13965aa
460,05ea5813-93e5-11eb-90d2-e3355a7e800b
461,8a5c3f6b-93e4-11eb-be3a-7f925cb94351
462,0f843ade-93e5-11eb-b997-8dd98d09cf25
463,16a46b07-93e5-11eb-aa66-9b8d95e2171b
464,13bdaad5-0fd2-11ee-bf56-93e389618473
466,439415c2-180c-11f0-8729-bb98354e9ab7
467,b4e8976a-1184-11ec-8bef-4988316d3539
469,ca236fc9-1b01-11ec-893d-41807d3de292
47,05227438-93e5-11eb-8859-29e7c34dee35
471,df703dc0-fe05-11ed-86aa-fd7967b4c1d9
472,2c51a7ea-d88d-11ec-8458-930fb706770a
473,04ec320a-18fe-11f0-b4d0-096f959c77d2
477,2c43d957-93e5-11eb-8474-3bbe2d07207d
478,a500b71f-f6e3-11ed-98d1-c9172c48015a
479,0f34c0d7-197b-11ef-bb50-ff355101f6ca
48,0233ab52-aa7c-11ec-bce7-45193b30c3a8
480,05cf9ef0-f8c2-11ed-a4de-7df22657eaf0
481,778a3f93-f35c-11ee-a2cf-e34c0e809adb
484,43f5c0a1-a7e2-11ed-9443-77059af26349
485,324b1f73-93e5-11eb-8859-29e7c34dee35
486,eb329782-93e4-11eb-a736-0f5b20ecb2f1
487,84e29359-93e4-11eb-a33a-a3dfba582839
488,c5d06e91-93e4-11eb-a736-0f5b20ecb2f1
49,34818680-89c1-11ec-a621-3f13cdb5ccc4
490,389f973e-01ee-11ec-8b61-35bce24791d3
493,14426861-22ee-11ec-9e3b-1143ee662a91
494,ef6e1e50-93e4-11eb-8ad6-7326edce8d21
495,07b1780d-05c5-11ec-abfc-31972501e45a
496,2b145a02-93e5-11eb-8859-29e7c34dee35
497,f875b097-bf89-11ec-a505-d94087b31ae6
499,bfd2a03d-25a1-11ef-9c00-eb076db19bab
5,df61d790-93e4-11eb-aa66-9b8d95e2171b
50,009bb39c-93e5-11eb-8e19-198fb02d6f96
501,3a2cee44-c64c-11ec-ac84-8f6093b0b8c1
502,2d63c842-93e5-11eb-b997-8dd98d09cf25
504,00beab84-918f-11ed-8109-cd2bc6a86027
505,bd9ea750-93e4-11eb-be5a-4f810ab55f2e
506,2592a32a-e51e-11ed-b4c5-f7be626be8c5
507,19c2e92e-93e5-11eb-9937-4fab995bf8ff
508,bb9fa300-93e4-11eb-a33a-a3dfba582839
509,18792b00-93e5-11eb-8859-29e7c34dee35
51,c7288490-93e4-11eb-8859-29e7c34dee35
510,342de933-93e5-11eb-9937-4fab995bf8ff
511,060fe172-93e5-11eb-aa66-9b8d95e2171b
512,4a7abb9f-e29e-11ef-b4bb-8db681803e09
513,bb9fa300-93e4-11eb-a33a-a3dfba582839
514,0e5f5346-ef74-11ee-a589-df5b398caaa4
515,0e5f5346-ef74-11ee-a589-df5b398caaa4
516,05d82fa0-93e5-11eb-8474-3bbe2d07207d
517,f8dd5135-0c43-11ee-b94f-ebf23e82ffaf
519,d4d3de9b-2d28-11ed-abd0-cb4d1b9ef28b
52,0174ef42-0600-11ec-b0e6-bd1b9cb60ae6
520,bf7e30d4-15bb-11ee-90ed-f104ddeaf11f
521,f78e0b4a-93e4-11eb-9937-4fab995bf8ff
522,b69c114f-93e4-11eb-b4a6-27899be4e45d
523,f8dd5135-0c43-11ee-b94f-ebf23e82ffaf
524,04044225-ab42-11ef-a81c-95dd76a2367c
525,d4d3de9b-2d28-11ed-abd0-cb4d1b9ef28b
526,dbe2248f-aba6-11ef-b6d6-0b609ebb973a
528,a84b4151-0da2-11ec-9b20-fda7bd57cf2c
529,bdf9ef01-b77a-11ed-be56-5737ab22b0ef
53,431d0020-93e5-11eb-be5a-4f810ab55f2e
530,82f1b671-106e-11ee-96a3-3bc9ea359402
531,22d880ae-93e5-11eb-8e19-198fb02d6f96
533,88ebf1ce-3a02-11ee-94b5-fd90c5a93d00
534,34199bd1-1b06-11ec-8a43-a1f4156da652
536,55904944-a123-11ed-88c7-11099bb04231
537,e8cae664-93e4-11eb-b89f-536884b3e7dd
538,2fc4267e-93e5-11eb-b4a6-27899be4e45d
539,b41391a2-93e4-11eb-97db-273ba5953680
54,933da790-93e4-11eb-b5f6-816dd10ac7b0
540,fedb5170-bfb3-11ec-aa0f-71bbddca30bf
542,ac3604e6-93e4-11eb-be3a-7f925cb94351
543,7ee55f4b-93e4-11eb-8859-29e7c34dee35
544,7f4688c8-ad32-11ef-8c9e-31c2725f601c
545,0bbb730a-93e5-11eb-be3a-7f925cb94351
546,9fb4b440-3764-11ec-990f-b1f4bf04263c
547,8b944a32-93e4-11eb-86dd-ffbd1b53140e
55,94260112-8d88-11ec-986a-bb02c3412155
550,c5b76852-93e4-11eb-be3a-7f925cb94351
551,a4e5eb10-93e4-11eb-be3a-7f925cb94351
552,fbd80a51-3243-11ec-9985-d11c4bd35db5
556,e5d58700-d139-11ec-90aa-d5cfd1428197
557,0330dd63-93e5-11eb-a746-fdabd18be9c6
560,3dab2b4c-b0d3-11ef-95f9-0de7499436cf
562,a8089090-d8d5-11ec-a2a7-a103c2828e6a
564,387071d4-9f86-11ec-bb62-ef8222f30268
565,ed5cca83-93e4-11eb-8859-29e7c34dee35
566,f3e108dc-93e4-11eb-8e19-198fb02d6f96
567,1d164ec2-0207-11ef-9c4a-0fa9a82a1312
568,c179226e-93e4-11eb-9937-4fab995bf8ff
569,12bfb6c1-93e5-11eb-b89f-536884b3e7dd
57,a32a0a45-93e4-11eb-90d2-e3355a7e800b
570,01eb8c25-93e5-11eb-b4a6-27899be4e45d
571,e760f611-93e4-11eb-be5a-4f810ab55f2e
572,00f78553-f12a-11ee-87d7-97c1ed19f975
574,3a3d6cb0-93e5-11eb-8ad6-7326edce8d21
575,bd9e2ba0-f283-11ec-a20d-1792e1239b70
576,bb46d4a4-93e4-11eb-8859-29e7c34dee35
577,ae1ecc30-0c00-11ec-882c-e7dd96ffa691
578,c9fbf78c-8b5f-11ec-9e94-331f9459c7f5
58,b011b872-93e4-11eb-b4a6-27899be4e45d
580,1965cb44-f87f-11ed-ab94-9d382b3b5926
582,f0699550-93e4-11eb-b89f-536884b3e7dd
583,28b4ac6a-b989-11ec-9415-2f89cc4d8f8b
584,ae69fbe1-93e4-11eb-be3a-7f925cb94351
587,9d0ddc95-93e4-11eb-8e19-198fb02d6f96
588,3a1f7b24-683a-11ee-92e5-016d0f508b74
589,a68dcec0-93e4-11eb-9937-4fab995bf8ff
590,3a852200-1b06-11ec-ae98-5d8c88c64981
6,359bd116-93e5-11eb-b5f6-816dd10ac7b0
62,79b2afc2-9ba7-11ec-81bb-a98020a63841
64,3ea0da62-8ab7-11ec-ac1c-2de22eb6a532
65,9c00c37e-6d04-11ee-b24b-eb147ec3ebc2
67,0548f960-19a9-11ee-b47f-171c68013d1e
68,19b7bf64-6a16-11ec-b931-3729d84df188
70,c62a45a0-6cf1-11ec-bd63-974170f7dbf6
71,2be6c530-93e5-11eb-8859-29e7c34dee35
73,8bd572a1-01b3-11ef-a950-57d6400676e3
74,0cb674d5-93e5-11eb-aa66-9b8d95e2171b
75,1f377b2b-0c41-11ec-b09d-95ba7b1bb140
76,f6ae0b86-93e4-11eb-91fb-73d498260b10
77,a80097e2-aeff-11ef-a550-45d601d5781f
80,f6c033f6-93e4-11eb-8859-29e7c34dee35
81,91a6c984-27a7-11ef-ba21-2b94af863263
82,2a0c38dd-93e5-11eb-8474-3bbe2d07207d
83,2d5be122-0a6a-11ec-b841-af64738d2bcd
84,73d641b5-93e4-11eb-91fb-73d498260b10
85,9dc12706-93e4-11eb-8e19-198fb02d6f96
86,57918a20-a8bb-11ed-9a6b-af642bb25f66
87,f0e66671-93e4-11eb-b4a6-27899be4e45d
89,ffcc1654-120e-11ec-8f83-091abf327b82
9,272b8711-93e5-11eb-8e19-198fb02d6f96
90,26c39d80-93e5-11eb-be5a-4f810ab55f2e
91,bd5d453c-c0b6-11ec-985b-d74077f0fb21
93,0c9e65e5-a629-11ec-88cd-43ff241b00ac
95,17bb1884-8aaf-11ec-97ac-2bfe3222420d
96,9efd3f68-c418-11ef-92e8-6df27b7ad8f3
97,14fe8332-93e5-11eb-8ad6-7326edce8d21
98,f1fc1429-9cac-11ec-8b52-3572fc08d76f
99,00bc7e85-9307-11ec-9f06-a57206a728ac
129,150efdf1-93e5-11eb-8e19-198fb02d6f96
257,d17fb890-2507-11ec-af5c-e506962f8a3b
385,979f62a3-0a96-11ec-b05c-69f05272bc83
133,b14fddd0-93e4-11eb-b89f-536884b3e7dd
263,23bb110e-49a8-11ef-b831-79711486170a
7,2cb51120-126a-11ec-95c0-0372c7a8e1ea
140,004d93c6-ac7f-11ef-8a17-ed5ac23e983d
270,3215deb3-93e5-11eb-9937-4fab995bf8ff
143,880cd138-93e4-11eb-9937-4fab995bf8ff
16,410a4cc3-93e5-11eb-9937-4fab995bf8ff
273,44c706f1-24fe-11ec-ad6a-91b64789543a
527,394aabbc-123e-11ec-a5ab-63bda5e20089
407,d6682c74-93e4-11eb-919a-b3f9a5ad205c
152,0d8eb303-918f-11ed-8685-0d799fbc3c64
280,117f0e3f-9c88-11ef-8bab-03376d671938
409,00f0d873-93e5-11eb-8474-3bbe2d07207d
156,2b50edd1-93e5-11eb-a746-fdabd18be9c6
413,6e78222b-9df5-11ef-a80f-179817213e61
158,02a936d3-93e5-11eb-b4a6-27899be4e45d
414,55862ac9-9d66-11ef-aecb-ed811e9ee609
33,0078e966-93e5-11eb-b997-8dd98d09cf25
172,06b6a8c3-93e5-11eb-b5f6-816dd10ac7b0
44,72b33d10-1afd-11ec-9842-212d1c52ad77
563,d17f4eab-93e4-11eb-90d2-e3355a7e800b
309,8fc467df-1b06-11ec-a68d-499e0c2c3a34
185,14903104-93e5-11eb-90d2-e3355a7e800b
442,0252d979-93e5-11eb-8859-29e7c34dee35
443,ac84e842-93e4-11eb-919a-b3f9a5ad205c
59,65315fc3-0695-11ef-a74a-2d2c9a18d857
579,e26d008f-4dae-11ee-820a-3797d6fca93c
325,ca6898fe-0d75-11ec-bc3a-abf705312cc2
581,fa59fc87-93e4-11eb-a33a-a3dfba582839
201,23524480-93e5-11eb-b5f6-816dd10ac7b0
585,01004641-1dd8-11ef-9268-316fc8e174dd
206,b8ca3bec-93e4-11eb-9937-4fab995bf8ff
79,efc08410-93e4-11eb-a746-fdabd18be9c6
209,be55a775-c4b2-11ec-af9f-718ab7b26330
465,d7fdc096-93e4-11eb-86dd-ffbd1b53140e
215,5e9513a1-d868-11ed-b943-0b8fb5e4efa0
88,ecde24a0-93e4-11eb-a33a-a3dfba582839
219,8dbea451-93e4-11eb-a33a-a3dfba582839
475,025104ba-93e5-11eb-97db-273ba5953680
92,4db78ad2-c000-11ec-8d01-9b40ae94c55f
356,74601f29-1afc-11ec-aa0f-ab42aaaa4d70
230,4676a351-f930-11ed-b4e8-cf8e051b3eab
233,4d284b47-0afe-11ec-b45f-7fdf93e89edf
239,030d8081-308a-11ed-bd95-d9ebf2e89fc1
113,11ca0c36-93e5-11eb-b997-8dd98d09cf25
498,00fa4e59-93e5-11eb-9937-4fab995bf8ff
